,DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
3463,2006-11-05,2006-11-11,NORDESTE,SERGIPE,ETANOL HIDRATADO,50,R$/l,2.013,0.096,1.87,2.258,0.314,0.048,1.699,0.084,1.5494,1.8568,0.049
3464,2006-11-05,2006-11-11,NORTE,ACRE,ETANOL HIDRATADO,36,R$/l,2.209,0.163,2.09,2.68,0.443,0.074,1.766,0.147,1.6506,2.22,0.083
3465,2006-11-05,2006-11-11,NORTE,AMAPA,ETANOL HIDRATADO,6,R$/l,2.23,0.104,2.05,2.3,0.373,0.047,1.857,0.117,1.845,2.0481,0.063
3466,2006-11-05,2006-11-11,NORTE,AMAZONAS,ETANOL HIDRATADO,73,R$/l,1.872,0.1159999999999999,1.75,2.25,0.2,0.062,1.672,0.078,1.5594,1.9536,0.047
3467,2006-11-05,2006-11-11,NORTE,PARA,ETANOL HIDRATADO,81,R$/l,2.212,0.255,1.959,2.89,0.349,0.115,1.863,0.096,1.581,2.06,0.052
3468,2006-11-05,2006-11-11,NORTE,RONDONIA,ETANOL HIDRATADO,87,R$/l,2.036,0.145,1.7,2.58,0.415,0.071,1.621,0.136,1.248,1.8436,0.084
3469,2006-11-05,2006-11-11,NORTE,RORAIMA,ETANOL HIDRATADO,10,R$/l,1.976,0.03,1.9,2.0,0.162,0.015,1.814,0.041,1.7666,1.8431,0.023
3470,2006-11-05,2006-11-11,NORTE,TOCANTINS,ETANOL HIDRATADO,65,R$/l,1.869,0.124,1.74,2.09,0.497,0.066,1.372,0.061,1.165,1.5514,0.044
3471,2006-11-05,2006-11-11,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,238,R$/l,1.853,0.106,1.59,2.29,0.242,0.057,1.611,0.058,1.47,1.8073,0.036
3472,2006-11-05,2006-11-11,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,1159,R$/l,1.751,0.131,1.43,2.31,0.239,0.075,1.512,0.107,1.1448,1.9702,0.071
3473,2006-11-05,2006-11-11,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,839,R$/l,1.714,0.168,1.289,2.299,0.224,0.098,1.49,0.109,1.17,1.8641,0.073
3474,2006-11-05,2006-11-11,SUDESTE,SAO PAULO,ETANOL HIDRATADO,2978,R$/l,1.213,0.1119999999999999,0.999,1.62,0.199,0.092,1.014,0.062,0.8799,1.2568,0.061
3475,2006-11-05,2006-11-11,SUL,PARANA,ETANOL HIDRATADO,694,R$/l,1.503,0.123,1.15,1.73,0.304,0.0819999999999999,1.199,0.134,0.7997,1.466,0.112
3476,2006-11-05,2006-11-11,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,642,R$/l,1.869,0.125,1.499,2.498,0.261,0.067,1.608,0.096,1.31,1.9321,0.06
3477,2006-11-05,2006-11-11,SUL,SANTA CATARINA,ETANOL HIDRATADO,472,R$/l,1.6980000000000002,0.089,1.45,2.03,0.264,0.052,1.434,0.075,1.2,1.6969,0.052
3478,2006-11-12,2006-11-18,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,102,R$/l,1.808,0.051,1.7,1.89,0.359,0.0279999999999999,1.449,0.075,1.29,1.9168,0.052
3479,2006-11-12,2006-11-18,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,304,R$/l,1.521,0.125,1.27,1.89,0.3,0.0819999999999999,1.221,0.05,1.08,1.4746,0.041
3480,2006-11-12,2006-11-18,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,177,R$/l,1.811,0.073,1.59,2.0,0.577,0.04,1.234,0.095,1.1,1.48,0.077
3481,2006-11-12,2006-11-18,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,156,R$/l,1.767,0.104,1.63,2.05,0.281,0.059,1.486,0.05,1.36,1.689,0.034
3482,2006-11-12,2006-11-18,NORDESTE,ALAGOAS,ETANOL HIDRATADO,110,R$/l,1.887,0.122,1.69,2.18,0.281,0.065,1.606,0.11,1.121,2.0023,0.068
3483,2006-11-12,2006-11-18,NORDESTE,BAHIA,ETANOL HIDRATADO,418,R$/l,1.764,0.161,1.45,2.19,0.314,0.091,1.45,0.093,1.2,1.7827,0.064
3484,2006-11-12,2006-11-18,NORDESTE,CEARA,ETANOL HIDRATADO,238,R$/l,1.803,0.181,1.58,2.299,0.256,0.1,1.547,0.103,1.1885,1.9823,0.067
3485,2006-11-12,2006-11-18,NORDESTE,MARANHAO,ETANOL HIDRATADO,79,R$/l,1.976,0.198,1.73,2.45,0.332,0.1,1.644,0.108,1.4338,1.8815,0.066
3486,2006-11-12,2006-11-18,NORDESTE,PARAIBA,ETANOL HIDRATADO,135,R$/l,1.765,0.14,1.51,2.09,0.284,0.079,1.481,0.11,1.37,1.8326,0.074
3487,2006-11-12,2006-11-18,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,361,R$/l,1.6740000000000002,0.215,1.37,2.23,0.226,0.128,1.448,0.089,1.2886,1.9775,0.061
3488,2006-11-12,2006-11-18,NORDESTE,PIAUI,ETANOL HIDRATADO,89,R$/l,1.995,0.21,1.8,2.4,0.388,0.105,1.607,0.081,1.491,1.876,0.05
3489,2006-11-12,2006-11-18,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,125,R$/l,1.725,0.132,1.58,2.15,0.238,0.077,1.487,0.107,1.2655,1.845,0.072
3490,2006-11-12,2006-11-18,NORDESTE,SERGIPE,ETANOL HIDRATADO,51,R$/l,1.973,0.109,1.849,2.2,0.303,0.055,1.67,0.064,1.5306,1.8568,0.038
3491,2006-11-12,2006-11-18,NORTE,ACRE,ETANOL HIDRATADO,36,R$/l,2.19,0.174,2.0,2.68,0.43,0.079,1.76,0.131,1.6448,2.22,0.074
3492,2006-11-12,2006-11-18,NORTE,AMAPA,ETANOL HIDRATADO,7,R$/l,2.112,0.118,2.05,2.3,0.275,0.0559999999999999,1.837,0.008,1.8298,1.845,0.004
3493,2006-11-12,2006-11-18,NORTE,AMAZONAS,ETANOL HIDRATADO,74,R$/l,1.883,0.138,1.75,2.49,0.224,0.073,1.659,0.07,1.588,1.9536,0.042
3494,2006-11-12,2006-11-18,NORTE,PARA,ETANOL HIDRATADO,77,R$/l,2.167,0.239,1.959,2.8,0.346,0.11,1.821,0.107,1.581,2.06,0.059
3495,2006-11-12,2006-11-18,NORTE,RONDONIA,ETANOL HIDRATADO,89,R$/l,2.041,0.142,1.67,2.58,0.404,0.07,1.637,0.182,1.21,2.1597,0.111
3496,2006-11-12,2006-11-18,NORTE,RORAIMA,ETANOL HIDRATADO,10,R$/l,2.039,0.11,1.9,2.3,0.295,0.054,1.744,0.012,1.7261,1.7511,0.007
3497,2006-11-12,2006-11-18,NORTE,TOCANTINS,ETANOL HIDRATADO,63,R$/l,1.876,0.123,1.74,2.09,0.485,0.066,1.391,0.069,1.3095,1.7125,0.05
3498,2006-11-12,2006-11-18,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,244,R$/l,1.846,0.105,1.45,2.29,0.243,0.057,1.603,0.069,1.2221,1.7438,0.043
3499,2006-11-12,2006-11-18,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,1150,R$/l,1.742,0.127,1.439,2.31,0.234,0.073,1.508,0.107,1.2777,1.97,0.071
3500,2006-11-12,2006-11-18,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,834,R$/l,1.7080000000000002,0.168,1.29,2.26,0.23,0.098,1.478,0.106,1.18,1.86,0.072
3501,2006-11-12,2006-11-18,SUDESTE,SAO PAULO,ETANOL HIDRATADO,2966,R$/l,1.223,0.11,0.99,1.599,0.206,0.09,1.017,0.063,0.8992,1.3627,0.062
3502,2006-11-12,2006-11-18,SUL,PARANA,ETANOL HIDRATADO,691,R$/l,1.501,0.124,1.14,1.75,0.321,0.083,1.18,0.138,0.7997,1.4159,0.117
3503,2006-11-12,2006-11-18,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,661,R$/l,1.854,0.125,1.659,2.498,0.249,0.067,1.605,0.097,1.3099,1.9913,0.06
3504,2006-11-12,2006-11-18,SUL,SANTA CATARINA,ETANOL HIDRATADO,471,R$/l,1.692,0.0819999999999999,1.499,2.03,0.26,0.048,1.432,0.074,1.1973,1.6999,0.052
3505,2006-11-19,2006-11-25,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,102,R$/l,1.81,0.05,1.719,1.89,0.344,0.0279999999999999,1.466,0.062,1.3581,1.9168,0.042
3506,2006-11-19,2006-11-25,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,312,R$/l,1.518,0.126,1.28,1.89,0.281,0.083,1.237,0.044,1.1079,1.3989,0.036
3507,2006-11-19,2006-11-25,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,178,R$/l,1.815,0.074,1.59,2.02,0.573,0.0409999999999999,1.242,0.087,1.1,1.48,0.07
3508,2006-11-19,2006-11-25,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,155,R$/l,1.774,0.103,1.63,2.04,0.289,0.0579999999999999,1.485,0.05,1.36,1.689,0.034
3509,2006-11-19,2006-11-25,NORDESTE,ALAGOAS,ETANOL HIDRATADO,111,R$/l,1.845,0.126,1.69,2.18,0.26,0.068,1.585,0.091,1.4499,2.0023,0.057
3510,2006-11-19,2006-11-25,NORDESTE,BAHIA,ETANOL HIDRATADO,419,R$/l,1.761,0.162,1.45,2.19,0.322,0.092,1.439,0.089,1.2,1.7827,0.062
3511,2006-11-19,2006-11-25,NORDESTE,CEARA,ETANOL HIDRATADO,234,R$/l,1.786,0.177,1.55,2.299,0.26,0.099,1.526,0.103,1.3658,1.9823,0.067
3512,2006-11-19,2006-11-25,NORDESTE,MARANHAO,ETANOL HIDRATADO,85,R$/l,1.958,0.207,1.73,2.49,0.377,0.106,1.581,0.101,1.3145,1.7078,0.064
3513,2006-11-19,2006-11-25,NORDESTE,PARAIBA,ETANOL HIDRATADO,132,R$/l,1.764,0.139,1.51,2.09,0.311,0.079,1.453,0.078,1.3729,1.679,0.054
3514,2006-11-19,2006-11-25,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,366,R$/l,1.67,0.212,1.4,2.23,0.217,0.127,1.453,0.089,1.2717,1.9775,0.061
3515,2006-11-19,2006-11-25,NORDESTE,PIAUI,ETANOL HIDRATADO,90,R$/l,1.986,0.213,1.82,2.4,0.4,0.107,1.586,0.048,1.491,1.7053,0.03
3516,2006-11-19,2006-11-25,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,126,R$/l,1.714,0.125,1.58,2.15,0.248,0.073,1.466,0.089,1.3385,1.735,0.061
3517,2006-11-19,2006-11-25,NORDESTE,SERGIPE,ETANOL HIDRATADO,50,R$/l,1.995,0.102,1.86,2.258,0.336,0.051,1.659,0.075,1.4869,1.8568,0.045
3518,2006-11-19,2006-11-25,NORTE,ACRE,ETANOL HIDRATADO,36,R$/l,2.176,0.186,1.96,2.68,0.435,0.085,1.741,0.15,1.5999,2.22,0.086
3519,2006-11-19,2006-11-25,NORTE,AMAPA,ETANOL HIDRATADO,6,R$/l,2.108,0.096,2.05,2.3,0.251,0.046,1.857,0.117,1.845,2.0481,0.063
3520,2006-11-19,2006-11-25,NORTE,AMAZONAS,ETANOL HIDRATADO,77,R$/l,1.878,0.1369999999999999,1.75,2.49,0.23,0.073,1.648,0.07,1.569,1.9536,0.042
3521,2006-11-19,2006-11-25,NORTE,PARA,ETANOL HIDRATADO,80,R$/l,2.177,0.243,1.959,2.8,0.353,0.1119999999999999,1.824,0.087,1.581,1.994,0.048
3522,2006-11-19,2006-11-25,NORTE,RONDONIA,ETANOL HIDRATADO,82,R$/l,2.025,0.144,1.67,2.58,0.385,0.071,1.64,0.15,1.3736,2.1597,0.091
3523,2006-11-19,2006-11-25,NORTE,RORAIMA,ETANOL HIDRATADO,15,R$/l,2.023,0.095,1.9,2.2,0.299,0.047,1.724,0.004,1.7198,1.7272,0.002
3524,2006-11-19,2006-11-25,NORTE,TOCANTINS,ETANOL HIDRATADO,61,R$/l,1.869,0.127,1.69,2.09,0.453,0.068,1.416,0.073,1.3095,1.6969,0.052
3525,2006-11-19,2006-11-25,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,252,R$/l,1.838,0.106,1.45,2.29,0.233,0.0579999999999999,1.605,0.064,1.2221,1.75,0.04
3526,2006-11-19,2006-11-25,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,1159,R$/l,1.7380000000000002,0.127,1.454,2.31,0.23,0.073,1.508,0.106,1.1471,1.97,0.07
3527,2006-11-19,2006-11-25,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,839,R$/l,1.712,0.168,1.27,2.299,0.221,0.098,1.491,0.099,1.2,1.8601,0.066
3528,2006-11-19,2006-11-25,SUDESTE,SAO PAULO,ETANOL HIDRATADO,3007,R$/l,1.213,0.11,0.999,1.599,0.204,0.091,1.009,0.063,0.8999,1.3169,0.062
3529,2006-11-19,2006-11-25,SUL,PARANA,ETANOL HIDRATADO,690,R$/l,1.499,0.124,1.09,1.73,0.297,0.083,1.202,0.129,0.8896,1.5093,0.107
3530,2006-11-19,2006-11-25,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,658,R$/l,1.894,0.105,1.69,2.498,0.301,0.055,1.593,0.09,1.29,1.8911,0.056
3531,2006-11-19,2006-11-25,SUL,SANTA CATARINA,ETANOL HIDRATADO,475,R$/l,1.69,0.088,1.45,2.03,0.276,0.052,1.414,0.082,1.1973,1.6999,0.058
3532,2006-11-26,2006-12-02,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,101,R$/l,1.783,0.048,1.659,1.89,0.33,0.027,1.453,0.064,1.366,1.9269,0.044
3533,2006-11-26,2006-12-02,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,319,R$/l,1.509,0.118,1.28,1.8,0.266,0.078,1.243,0.042,1.1519,1.4763,0.034
3534,2006-11-26,2006-12-02,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,177,R$/l,1.811,0.074,1.59,2.0,0.579,0.0409999999999999,1.232,0.081,1.08,1.48,0.066
3535,2006-11-26,2006-12-02,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,156,R$/l,1.761,0.1009999999999999,1.63,2.04,0.288,0.057,1.473,0.05,1.3604,1.689,0.034
3536,2006-11-26,2006-12-02,NORDESTE,ALAGOAS,ETANOL HIDRATADO,110,R$/l,1.837,0.106,1.65,2.17,0.257,0.0579999999999999,1.58,0.066,1.4499,1.85,0.042
3537,2006-11-26,2006-12-02,NORDESTE,BAHIA,ETANOL HIDRATADO,425,R$/l,1.7519999999999998,0.162,1.45,2.189,0.324,0.092,1.428,0.083,1.2242,1.783,0.058
3538,2006-11-26,2006-12-02,NORDESTE,CEARA,ETANOL HIDRATADO,239,R$/l,1.767,0.19,1.55,2.299,0.247,0.108,1.52,0.097,1.3449,1.9823,0.064
3539,2006-11-26,2006-12-02,NORDESTE,MARANHAO,ETANOL HIDRATADO,86,R$/l,1.935,0.196,1.7,2.45,0.34,0.1009999999999999,1.595,0.095,1.2777,1.7349,0.06
3540,2006-11-26,2006-12-02,NORDESTE,PARAIBA,ETANOL HIDRATADO,134,R$/l,1.74,0.139,1.51,2.09,0.291,0.08,1.449,0.078,1.3083,1.8326,0.054
3541,2006-11-26,2006-12-02,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,369,R$/l,1.652,0.211,1.4,2.23,0.213,0.128,1.439,0.088,1.2935,1.9775,0.061
3542,2006-11-26,2006-12-02,NORDESTE,PIAUI,ETANOL HIDRATADO,91,R$/l,1.969,0.213,1.78,2.4,0.386,0.108,1.583,0.051,1.39,1.6463,0.032
3543,2006-11-26,2006-12-02,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,125,R$/l,1.682,0.136,1.49,2.15,0.224,0.081,1.458,0.106,1.3418,1.8635,0.073
3544,2006-11-26,2006-12-02,NORDESTE,SERGIPE,ETANOL HIDRATADO,53,R$/l,1.951,0.114,1.7990000000000002,2.2,0.297,0.0579999999999999,1.654,0.084,1.3871,1.8846,0.051
3545,2006-11-26,2006-12-02,NORTE,ACRE,ETANOL HIDRATADO,36,R$/l,2.146,0.21,1.95,2.68,0.413,0.098,1.733,0.153,1.6063,2.22,0.088
3546,2006-11-26,2006-12-02,NORTE,AMAPA,ETANOL HIDRATADO,7,R$/l,2.06,0.1009999999999999,1.99,2.3,0.225,0.049,1.835,0.103,1.7859,2.0481,0.056
3547,2006-11-26,2006-12-02,NORTE,AMAZONAS,ETANOL HIDRATADO,75,R$/l,1.864,0.135,1.75,2.49,0.22,0.072,1.644,0.07,1.569,1.9536,0.043
3548,2006-11-26,2006-12-02,NORTE,PARA,ETANOL HIDRATADO,80,R$/l,2.184,0.246,1.949,2.8,0.364,0.113,1.82,0.081,1.581,1.989,0.045
3549,2006-11-26,2006-12-02,NORTE,RONDONIA,ETANOL HIDRATADO,93,R$/l,2.011,0.153,1.67,2.58,0.381,0.076,1.63,0.157,1.2796,2.1572,0.096
3550,2006-11-26,2006-12-02,NORTE,RORAIMA,ETANOL HIDRATADO,14,R$/l,1.991,0.069,1.9,2.2,0.29,0.035,1.701,0,1.7011,1.7011,0
3551,2006-11-26,2006-12-02,NORTE,TOCANTINS,ETANOL HIDRATADO,60,R$/l,1.87,0.127,1.72,2.09,0.449,0.068,1.421,0.034,1.3226,1.4976,0.024
3552,2006-11-26,2006-12-02,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,250,R$/l,1.827,0.108,1.45,2.1,0.248,0.059,1.579,0.084,1.1199,1.76,0.053
3553,2006-11-26,2006-12-02,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,1165,R$/l,1.737,0.127,1.439,2.31,0.234,0.073,1.503,0.105,1.23,1.97,0.07
3554,2006-11-26,2006-12-02,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,839,R$/l,1.71,0.171,1.159,2.299,0.221,0.1,1.489,0.11,1.1441,1.9058,0.074
3555,2006-11-26,2006-12-02,SUDESTE,SAO PAULO,ETANOL HIDRATADO,3007,R$/l,1.211,0.11,0.999,1.599,0.203,0.091,1.008,0.067,0.8962,1.7258,0.066
3556,2006-11-26,2006-12-02,SUL,PARANA,ETANOL HIDRATADO,706,R$/l,1.48,0.139,1.08,1.73,0.303,0.094,1.177,0.13,0.8799,1.4159,0.11
3557,2006-11-26,2006-12-02,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,675,R$/l,1.878,0.108,1.69,2.498,0.276,0.0579999999999999,1.602,0.092,1.31,2.096,0.057
3558,2006-11-26,2006-12-02,SUL,SANTA CATARINA,ETANOL HIDRATADO,479,R$/l,1.682,0.092,1.469,2.03,0.263,0.055,1.419,0.076,1.1874,1.5999,0.054
3559,2006-12-03,2006-12-09,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,102,R$/l,1.783,0.047,1.68,1.899,0.346,0.026,1.437,0.061,1.345,1.8245,0.042
3560,2006-12-03,2006-12-09,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,320,R$/l,1.499,0.1169999999999999,1.29,1.7990000000000002,0.264,0.078,1.235,0.036,1.15,1.3868,0.029
3561,2006-12-03,2006-12-09,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,179,R$/l,1.807,0.068,1.59,2.0,0.575,0.038,1.232,0.089,1.08,1.48,0.072
3562,2006-12-03,2006-12-09,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,156,R$/l,1.757,0.1,1.63,2.04,0.288,0.057,1.469,0.048,1.3604,1.689,0.033
3563,2006-12-03,2006-12-09,NORDESTE,ALAGOAS,ETANOL HIDRATADO,111,R$/l,1.807,0.111,1.65,2.18,0.243,0.061,1.564,0.065,1.186,1.7479,0.042
3564,2006-12-03,2006-12-09,NORDESTE,BAHIA,ETANOL HIDRATADO,423,R$/l,1.745,0.165,1.45,2.189,0.325,0.095,1.42,0.082,1.2146,1.78,0.058
3565,2006-12-03,2006-12-09,NORDESTE,CEARA,ETANOL HIDRATADO,239,R$/l,1.77,0.187,1.55,2.299,0.258,0.106,1.512,0.095,1.331,1.9823,0.063
3566,2006-12-03,2006-12-09,NORDESTE,MARANHAO,ETANOL HIDRATADO,86,R$/l,1.926,0.198,1.73,2.45,0.368,0.103,1.558,0.075,1.3824,1.726,0.048
3567,2006-12-03,2006-12-09,NORDESTE,PARAIBA,ETANOL HIDRATADO,132,R$/l,1.75,0.13,1.51,2.09,0.309,0.074,1.441,0.065,1.3728,1.679,0.045
3568,2006-12-03,2006-12-09,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,366,R$/l,1.654,0.21,1.39,2.23,0.228,0.127,1.426,0.061,1.2935,1.7276,0.043
3569,2006-12-03,2006-12-09,NORDESTE,PIAUI,ETANOL HIDRATADO,86,R$/l,1.981,0.218,1.78,2.4,0.388,0.11,1.593,0.032,1.5319,1.6463,0.02
3570,2006-12-03,2006-12-09,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,126,R$/l,1.679,0.123,1.49,2.15,0.222,0.073,1.457,0.081,1.3441,1.733,0.056
3571,2006-12-03,2006-12-09,NORDESTE,SERGIPE,ETANOL HIDRATADO,51,R$/l,1.974,0.111,1.7990000000000002,2.258,0.325,0.0559999999999999,1.649,0.07,1.5196,1.8846,0.042
3572,2006-12-03,2006-12-09,NORTE,ACRE,ETANOL HIDRATADO,36,R$/l,2.142,0.195,1.95,2.68,0.403,0.091,1.739,0.131,1.6063,2.1745,0.075
3573,2006-12-03,2006-12-09,NORTE,AMAPA,ETANOL HIDRATADO,6,R$/l,2.134,0.13,1.99,2.3,0.305,0.061,1.829,0.138,1.7859,2.0481,0.075
3574,2006-12-03,2006-12-09,NORTE,AMAZONAS,ETANOL HIDRATADO,80,R$/l,1.872,0.124,1.75,2.29,0.228,0.066,1.644,0.072,1.565,1.9536,0.044
3575,2006-12-03,2006-12-09,NORTE,PARA,ETANOL HIDRATADO,80,R$/l,2.158,0.236,1.93,2.8,0.332,0.109,1.826,0.081,1.581,1.9916,0.044
3576,2006-12-03,2006-12-09,NORTE,RONDONIA,ETANOL HIDRATADO,93,R$/l,2.029,0.16,1.67,2.58,0.388,0.079,1.641,0.155,1.2796,2.1571,0.094
3577,2006-12-03,2006-12-09,NORTE,RORAIMA,ETANOL HIDRATADO,10,R$/l,1.986,0.049,1.9,2.1,0.276,0.025,1.71,0.011,1.7022,1.7173,0.006
3578,2006-12-03,2006-12-09,NORTE,TOCANTINS,ETANOL HIDRATADO,60,R$/l,1.853,0.13,1.69,2.09,0.43,0.07,1.423,0.03,1.3198,1.4722,0.021
3579,2006-12-03,2006-12-09,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,254,R$/l,1.815,0.106,1.59,2.1,0.233,0.0579999999999999,1.582,0.06,1.3687,1.76,0.038
3580,2006-12-03,2006-12-09,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,1179,R$/l,1.734,0.126,1.455,2.31,0.23,0.073,1.504,0.1,1.2299,1.97,0.066
3581,2006-12-03,2006-12-09,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,841,R$/l,1.6980000000000002,0.171,1.27,2.299,0.227,0.1009999999999999,1.471,0.098,1.2,1.86,0.067
3582,2006-12-03,2006-12-09,SUDESTE,SAO PAULO,ETANOL HIDRATADO,3011,R$/l,1.212,0.108,0.999,1.599,0.198,0.089,1.014,0.065,0.868,1.3799,0.064
3583,2006-12-03,2006-12-09,SUL,PARANA,ETANOL HIDRATADO,708,R$/l,1.491,0.136,1.08,1.79,0.31,0.091,1.181,0.126,0.8799,1.4507,0.107
3584,2006-12-03,2006-12-09,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,685,R$/l,1.867,0.108,1.65,2.498,0.271,0.0579999999999999,1.596,0.086,1.31,2.096,0.054
3585,2006-12-03,2006-12-09,SUL,SANTA CATARINA,ETANOL HIDRATADO,484,R$/l,1.6780000000000002,0.095,1.399,2.03,0.264,0.057,1.414,0.08,1.1929,1.6205,0.057
3586,2006-12-10,2006-12-16,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,102,R$/l,1.81,0.052,1.68,1.899,0.353,0.0289999999999999,1.457,0.065,1.3696,1.8245,0.045
3587,2006-12-10,2006-12-16,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,317,R$/l,1.509,0.121,1.33,1.89,0.275,0.08,1.234,0.036,1.15,1.3868,0.029
3588,2006-12-10,2006-12-16,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,177,R$/l,1.7619999999999998,0.1,1.49,2.0,0.507,0.057,1.255,0.09,1.1379,1.48,0.072
3589,2006-12-10,2006-12-16,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,157,R$/l,1.744,0.1009999999999999,1.629,2.04,0.28,0.0579999999999999,1.464,0.054,1.3604,1.689,0.037
3590,2006-12-10,2006-12-16,NORDESTE,ALAGOAS,ETANOL HIDRATADO,107,R$/l,1.806,0.104,1.62,2.17,0.234,0.0579999999999999,1.572,0.052,1.4488,1.7479,0.033
3591,2006-12-10,2006-12-16,NORDESTE,BAHIA,ETANOL HIDRATADO,429,R$/l,1.7380000000000002,0.1639999999999999,1.42,2.188,0.313,0.094,1.425,0.066,1.28,1.6665,0.046
3592,2006-12-10,2006-12-16,NORDESTE,CEARA,ETANOL HIDRATADO,242,R$/l,1.744,0.192,1.55,2.299,0.233,0.11,1.511,0.092,1.4,1.9774,0.061
3593,2006-12-10,2006-12-16,NORDESTE,MARANHAO,ETANOL HIDRATADO,89,R$/l,1.906,0.1889999999999999,1.73,2.45,0.331,0.099,1.575,0.076,1.4619,1.8706,0.048
3594,2006-12-10,2006-12-16,NORDESTE,PARAIBA,ETANOL HIDRATADO,140,R$/l,1.74,0.134,1.51,2.09,0.298,0.077,1.442,0.073,1.3272,1.832,0.051
3595,2006-12-10,2006-12-16,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,362,R$/l,1.651,0.201,1.39,2.16,0.22,0.122,1.431,0.077,1.2564,1.9775,0.054
3596,2006-12-10,2006-12-16,NORDESTE,PIAUI,ETANOL HIDRATADO,87,R$/l,1.948,0.2289999999999999,1.78,2.4,0.402,0.118,1.546,0.088,1.1983,1.6313,0.057
3597,2006-12-10,2006-12-16,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,126,R$/l,1.659,0.121,1.48,2.15,0.225,0.073,1.434,0.075,1.3349,1.7177,0.052
3598,2006-12-10,2006-12-16,NORDESTE,SERGIPE,ETANOL HIDRATADO,53,R$/l,1.931,0.109,1.7990000000000002,2.2,0.308,0.0559999999999999,1.623,0.062,1.5123,1.7499,0.038
3599,2006-12-10,2006-12-16,NORTE,ACRE,ETANOL HIDRATADO,37,R$/l,2.059,0.2319999999999999,1.93,2.68,0.348,0.113,1.711,0.197,1.5967,2.2352,0.115
3600,2006-12-10,2006-12-16,NORTE,AMAPA,ETANOL HIDRATADO,7,R$/l,2.094,0.115,1.99,2.3,0.28,0.055,1.814,0.114,1.771,2.0481,0.063
