Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,627,13167,2/21/2019,12:38:00,Cash,12.54,4.761904762,627,8.2
279-74-2924,B,Mandalay,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,01/04/19,19:40:00,Cash,72.17,4.761904762,3.6085,6.1
280-17-4359,C,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,1/25/2019,13:48:00,Cash,905,4.761904762,45.25,8.1
280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,4336,91056,1/17/2019,18:45:00,Ewallet,86.72,4.761904762,4336,7.9
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9331,195951,3/25/2019,17:53:00,Cash,186.62,4.761904762,9331,6.3
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,1/30/2019,20:23:00,Ewallet,985.2,4.761904762,49.26,4.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,1/25/2019,13:30:00,Credit card,339.57,4.761904762,16.9785,5.2
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11556,242676,02/11/19,10:39:00,Credit card,231.12,4.761904762,11556,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,1/19/2019,16:08:00,Credit card,80.93,4.761904762,4.0465,9
285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.74,3,3711,77931,2/15/2019,17:47:00,Credit card,74.22,4.761904762,3711,10
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,3/30/2019,13:22:00,Cash,281.61,4.761904762,14.0805,9.6
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,3/16/2019,19:08:00,Cash,790.2,4.761904762,39.51,9.2
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7842,164682,1/16/2019,20:03:00,Credit card,156.84,4.761904762,7842,9
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6908,145068,1/31/2019,19:48:00,Credit card,138.16,4.761904762,6908,6.9
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,33.6015,705.6315,1/22/2019,10:55:00,Ewallet,672.03,4.761904762,33.6015,9.4
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7629,160209,02/12/19,19:01:00,Ewallet,152.58,4.761904762,7629,7
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,1/25/2019,18:30:00,Ewallet,254.61,4.761904762,12.7305,7.4
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,9635,202335,01/09/19,13:34:00,Ewallet,192.7,4.761904762,9635,5.6
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16466,345786,01/11/19,10:37:00,Credit card,329.32,4.761904762,16466,7.5
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8137,170877,1/26/2019,19:28:00,Cash,162.74,4.761904762,8137,6.5
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22:00,Cash,95,4.761904762,4.75,5.2
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,3/29/2019,14:28:00,Cash,306.45,4.761904762,15.3225,7
291-32-1427,B,Mandalay,Member,Male,Fashion accessories,21.94,5,5485,115185,03/05/19,12:29:00,Ewallet,109.7,4.761904762,5485,5.3
291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10326,216846,3/30/2019,12:45:00,Ewallet,206.52,4.761904762,10326,7.5
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3015,63315,2/28/2019,17:38:00,Cash,60.3,4.761904762,3015,6
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,01/12/19,20:07:00,Credit card,27.07,4.761904762,1.3535,5.3
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18263,383523,03/09/19,10:54:00,Cash,365.26,4.761904762,18263,9.3
299-46-1805,B,Mandalay,Member,Female,Sports and travel,93.72,6,28116,590436,1/15/2019,16:19:00,Cash,562.32,4.761904762,28116,4.5
300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,86.04,5,21.51,451.71,2/25/2019,11:24:00,Ewallet,430.2,4.761904762,21.51,4.8
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6685,140385,1/15/2019,10:43:00,Cash,133.7,4.761904762,6685,9.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10168,213528,3/19/2019,19:42:00,Credit card,203.36,4.761904762,10168,6.7
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13959,293139,03/03/19,10:54:00,Credit card,279.18,4.761904762,13959,4.3
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,03/02/19,17:16:00,Ewallet,973.8,4.761904762,48.69,4.4
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10065,211365,2/15/2019,10:36:00,Cash,201.3,4.761904762,10065,7.5
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37796,793716,03/03/19,19:00:00,Ewallet,755.92,4.761904762,37796,7.5
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,02/12/19,16:19:00,Cash,603.8,4.761904762,30.19,6
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3285,68985,01/09/19,18:43:00,Ewallet,65.7,4.761904762,3285,4.7
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,1531,32151,02/05/19,14:14:00,Credit card,30.62,4.761904762,1531,4.1
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12002,252042,1/25/2019,15:54:00,Cash,240.04,4.761904762,12002,4.5
307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,03/07/19,13:58:00,Ewallet,251.4,4.761904762,12.57,9.7
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,1/26/2019,18:19:00,Credit card,12.09,4.761904762,0.6045,8.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,03/09/19,12:45:00,Credit card,522.6,4.761904762,26.13,6.2
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2/25/2019,17:16:00,Credit card,292.2,4.761904762,14.61,4.9
311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,15995,335895,2/20/2019,15:18:00,Credit card,319.9,4.761904762,15995,9.9
313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,3/27/2019,20:29:00,Credit card,87.45,4.761904762,4.3725,7.3
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.4305,597.0405,1/15/2019,20:44:00,Cash,568.61,4.761904762,28.4305,9
315-22-5665,C,Naypyitaw,Normal,Female,Home and lifestyle,73.56,10,36.78,772.38,2/24/2019,11:38:00,Ewallet,735.6,4.761904762,36.78,8
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,3/13/2019,14:16:00,Ewallet,271.35,4.761904762,13.5675,4.6
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,1/26/2019,12:45:00,Credit card,400.25,4.761904762,20.0125,9.4
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,1/23/2019,12:35:00,Cash,428.67,4.761904762,21.4335,5
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3636,76356,1/21/2019,10:00:00,Cash,72.72,4.761904762,3636,7.1
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,1/23/2019,12:20:00,Ewallet,30.61,4.761904762,1.5305,5.2
318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99,6,23097,485037,2/27/2019,17:55:00,Cash,461.94,4.761904762,23097,6.1
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,3/19/2019,12:16:00,Cash,46.2,4.761904762,2.31,6.3
319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.3,2,4.03,84.63,03/11/19,15:30:00,Ewallet,80.6,4.761904762,4.03,4.4
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14196,298116,2/21/2019,16:55:00,Cash,283.92,4.761904762,14196,5.5
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1131,23751,3/17/2019,18:58:00,Cash,22.62,4.761904762,1131,6.4
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1512,31752,03/04/19,15:44:00,Cash,30.24,4.761904762,1512,8.4
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,1/14/2019,10:11:00,Credit card,34.81,4.761904762,1.7405,7
321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,2/15/2019,17:38:00,Credit card,88.31,4.761904762,4.4155,5.2
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,02/03/19,11:46:00,Cash,128.91,4.761904762,6.4455,9.3
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,03/03/19,19:30:00,Ewallet,241.6,4.761904762,12.08,5.1
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,2089,43869,02/05/19,18:45:00,Cash,41.78,4.761904762,2089,9.8
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45325,951825,03/08/19,10:53:00,Ewallet,906.5,4.761904762,45325,7.3
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,4395,92295,02/05/19,19:42:00,Ewallet,87.9,4.761904762,4395,6.7
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23285,488985,1/27/2019,13:58:00,Cash,465.7,4.761904762,23285,7.6
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,02/03/19,10:02:00,Cash,295.8,4.761904762,14.79,6.1
326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.4,7,31.99,671.79,02/03/19,10:19:00,Cash,639.8,4.761904762,31.99,9.5
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,1/13/2019,19:51:00,Cash,435.6,4.761904762,21.78,6.9
329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.67,3,8.2005,172.2105,1/21/2019,18:00:00,Credit card,164.01,4.761904762,8.2005,8.6
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,3528,74088,3/28/2019,20:14:00,Cash,70.56,4.761904762,3528,4.2
333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,54.92,8,21968,461328,3/23/2019,13:24:00,Ewallet,439.36,4.761904762,21968,7.6
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7032,147672,3/24/2019,14:22:00,Ewallet,140.64,4.761904762,7032,9.6
336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,63.91,8,25564,536844,3/13/2019,19:52:00,Credit card,511.28,4.761904762,25564,4.6
338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,02/05/19,19:57:00,Cash,686,4.761904762,34.3,9.1
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3698,77658,01/05/19,11:32:00,Credit card,73.96,4.761904762,3698,5
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9298,195258,2/13/2019,15:06:00,Credit card,185.96,4.761904762,9298,8
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5986,125706,1/13/2019,14:55:00,Ewallet,119.72,4.761904762,5986,6.7
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,03/01/19,19:49:00,Ewallet,569.17,4.761904762,28.4585,6.3
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,1/25/2019,11:40:00,Cash,160.2,4.761904762,8.01,9.7
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7272,152712,3/25/2019,13:07:00,Cash,145.44,4.761904762,7272,7.6
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,1/28/2019,16:47:00,Ewallet,260.4,4.761904762,13.02,9.9
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13335,280035,1/29/2019,11:48:00,Cash,266.7,4.761904762,13335,8.6
343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,01/09/19,16:34:00,Cash,94.8,4.761904762,4.74,4.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3794,79674,01/03/19,10:30:00,Credit card,75.88,4.761904762,3794,7.1
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10197,214137,03/08/19,15:37:00,Credit card,203.94,4.761904762,10197,7.7
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,12668,266028,01/02/19,16:19:00,Credit card,253.36,4.761904762,12668,5.6
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8658,181818,03/04/19,16:28:00,Cash,173.16,4.761904762,8658,8
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,3305,69405,03/02/19,19:26:00,Cash,66.1,4.761904762,3305,4.3
347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.07,9,24.7815,520.4115,02/03/19,13:40:00,Ewallet,495.63,4.761904762,24.7815,10
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3291,69111,2/22/2019,15:33:00,Cash,65.82,4.761904762,3291,4.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31759,666939,1/16/2019,18:03:00,Credit card,635.18,4.761904762,31759,6.2
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,5789,121569,1/17/2019,10:37:00,Ewallet,115.78,4.761904762,5789,8.9
351-62-0822,B,Mandalay,Member,Female,Fashion accessories,14.48,4,2896,60816,02/06/19,18:07:00,Ewallet,57.92,4.761904762,2896,4.5
354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12,6,20736,435456,02/08/19,13:03:00,Cash,414.72,4.761904762,20736,5.6
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10326,216846,2/18/2019,15:39:00,Cash,206.52,4.761904762,10326,9.8
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7239,152019,1/13/2019,19:55:00,Credit card,144.78,4.761904762,7239,8.1
355-53-5943,A,Yangon,Member,Female,Electronic accessories,68.84,6,20652,433692,2/25/2019,14:36:00,Ewallet,413.04,4.761904762,20652,5.8
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5622,118062,1/20/2019,13:45:00,Credit card,112.44,4.761904762,5622,7.7
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26244,551124,02/01/19,18:43:00,Ewallet,524.88,4.761904762,26244,5.1
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3616,75936,1/14/2019,18:03:00,Credit card,72.32,4.761904762,3616,9.5
359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4639,97419,3/15/2019,10:50:00,Credit card,92.78,4.761904762,4639,9.8
360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.91,5,12.2275,256.7775,03/09/19,10:17:00,Cash,244.55,4.761904762,12.2275,6.6
361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,36212,760452,3/15/2019,14:48:00,Credit card,724.24,4.761904762,36212,6.5
361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,3/30/2019,10:18:00,Cash,447.4,4.761904762,22.37,7.4
362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,76.52,5,19.13,401.73,3/25/2019,10:23:00,Cash,382.6,4.761904762,19.13,9.9
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,03/08/19,15:27:00,Cash,88.15,4.761904762,4.4075,8.5
364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.82,3,14523,304983,3/30/2019,20:37:00,Cash,290.46,4.761904762,14523,6.7
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10572,222012,2/24/2019,14:26:00,Ewallet,211.44,4.761904762,10572,8.9
365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.95,5,11.7375,246.4875,02/12/19,10:25:00,Ewallet,234.75,4.761904762,11.7375,7.1
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10578,222138,3/25/2019,16:32:00,Ewallet,211.56,4.761904762,10578,6.7
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,1/31/2019,10:46:00,Credit card,66.35,4.761904762,3.3175,9.7
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18915,397215,1/15/2019,18:22:00,Ewallet,378.3,4.761904762,18915,7.8
370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69,9,25.5105,535.7205,2/27/2019,17:24:00,Credit card,510.21,4.761904762,25.5105,8.4
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14796,310716,01/09/19,13:46:00,Ewallet,295.92,4.761904762,14796,7.1
371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.98,3,13197,277137,03/05/19,10:40:00,Ewallet,263.94,4.761904762,13197,5.1
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5955,125055,1/28/2019,19:24:00,Ewallet,119.1,4.761904762,5955,5.4
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,497.07,1/16/2019,14:42:00,Cash,473.4,4.761904762,23.67,7.6
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4578,96138,2/15/2019,18:03:00,Ewallet,91.56,4.761904762,4578,9.8
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,3/14/2019,20:35:00,Ewallet,775.6,4.761904762,38.78,6.9
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,7163,150423,02/12/19,14:33:00,Ewallet,143.26,4.761904762,7163,8.8
373-73-7910,A,Yangon,Normal,Male,Sports and travel,86.31,7,30.2085,634.3785,02/08/19,10:37:00,Ewallet,604.17,4.761904762,30.2085,5.3
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,02/06/19,18:44:00,Ewallet,179.05,4.761904762,8.9525,7.9
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19269,404649,02/05/19,15:26:00,Credit card,385.38,4.761904762,19269,8.9
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,02/07/19,19:30:00,Ewallet,318.55,4.761904762,15.9275,8.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9459,198639,1/19/2019,15:58:00,Ewallet,189.18,4.761904762,9459,7
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37548,788508,02/02/19,18:42:00,Credit card,750.96,4.761904762,37548,8.3
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19084,400764,02/02/19,13:23:00,Ewallet,381.68,4.761904762,19084,6.4
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20178,423738,1/14/2019,14:00:00,Credit card,403.56,4.761904762,20178,7.5
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,02/10/19,18:23:00,Credit card,144.27,4.761904762,7.2135,7.8
378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.44,2,5344,112224,1/20/2019,20:38:00,Ewallet,106.88,4.761904762,5344,4.1
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29805,625905,3/14/2019,11:07:00,Cash,596.1,4.761904762,29805,5.3
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2/24/2019,18:06:00,Credit card,402.6,4.761904762,20.13,5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13188,276948,02/07/19,13:05:00,Credit card,263.76,4.761904762,13188,6.9
381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.01,9,9.0045,189.0945,01/12/19,15:48:00,Credit card,180.09,4.761904762,9.0045,5.7
382-03-4532,A,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,19.2465,02/02/19,18:50:00,Cash,18.33,4.761904762,0.9165,4.3
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12624,265104,1/29/2019,12:25:00,Cash,252.48,4.761904762,12624,8.9
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,44397,932337,2/19/2019,15:07:00,Cash,887.94,4.761904762,44397,8.4
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,3/23/2019,15:59:00,Credit card,568.4,4.761904762,28.42,8.1
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7275,152775,01/08/19,12:50:00,Cash,145.5,4.761904762,7275,6.7
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4107,86247,2/13/2019,13:59:00,Cash,82.14,4.761904762,4107,6.3
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2/17/2019,18:06:00,Cash,59.05,4.761904762,2.9525,9.4
